Label,Japanese,English,Notes,
STR_2C_1C6, あったわよ」,,,
STR_2C_202,ちちおやからの\,Got an e-mail from Dad.,,
STR_2C_210,メールをし゛ゅしんしました。,,,
STR_2C_23D,ちちおや\,"Dad:
[name], you’ve been doing your best as a Guardian, haven’t you?
Make sure to also do your best in school.
By the way...",,
STR_2C_248,「[name],,,
STR_2C_254, カ゛ーテ゛ィアンの\,,,
STR_2C_265, にんむを,,,
STR_2C_274, か゛んは゛っている\,,,
STR_2C_285, ようた゛な,,,
STR_2C_295, か゛っこうのほうも\,,,
STR_2C_2A6, か゛んは゛ってくれよ,,,
STR_2C_2BB, ところて゛・・・」,,,
STR_2C_2F2,ははおや\,"Mom:
Huh? That was weird. Oh, right, since yesterday, TVs and cellphones have been acting up.
[name], sorry, but could you please go to the Broadcasting Center and ask what’s going on?
The Broadcasting Center is on the outskirts of town, at the foot of the northern mountains.",,
STR_2C_2FD,「あれ?,,,
STR_2C_30B, やっは゜り\,,,
STR_2C_318, おかしいの?,,,
STR_2C_329, そうなのよ、きのうから,,,
STR_2C_33B, テレヒ゛や,,,
STR_2C_34B, けいたいて゛んわの,,,
STR_2C_35F, ちょうしか゛\,,,
STR_2C_36D, おかしいの。,,,
STR_2C_37E, [name]\,,,
STR_2C_387, わるいけと゛\,,,
STR_2C_399, ほうそうセンターに\,,,
STR_2C_3AA, いって、し゛し゛ょうを,,,
STR_2C_3C0, きいてきて\,,,
STR_2C_3CD, くれないかしら?,,,
STR_2C_3E0, ほうそうセンターは\,,,
STR_2C_3F1, まちはす゛れの,,,
STR_2C_403, きたやまの\,,,
STR_2C_410, ふもとにあるわ」,,,
,,,(Exit house),
STR_2D_74,ユイ\,"Yui:
Oh, [name]! Perfect timing.
I was gonna bring this lunchbox to my dad at the Broadcasting Center, but something came up and I can’t go right now.
Could you deliver it for me, please?",(Yes/No question),
STR_2D_7D,「あっ,,,
STR_2D_8A, [name]くん\,,,
STR_2D_95, ちょーと゛よかったわ,,,
STR_2D_AA, いま、\,,,
STR_2D_B5, ほうそうセンターにいる,,,
STR_2D_CB, ハ゜ハ゜の\,,,
STR_2D_D8, ところに,,,
STR_2D_E7, おへ゛んとうを\,,,
STR_2D_F6, とと゛けようと,,,
STR_2D_108, おもったんた゛けと゛\,,,
STR_2D_11A, きゅうようか゛,,,
STR_2D_12C, て゛きちゃって\,,,
STR_2D_13B, いけないの,,,
STR_2D_14B, わたしのかわりに\,,,
STR_2D_15B, おへ゛んとうを,,,
STR_2D_16D, とと゛けてくれる?」,,,
STR_2D_1F6,ユイ\,"Yui:
You’re the best!
E-mail me if anything pops up, okay?",,
STR_2D_1FF,「わあ、うれしい,,,
STR_2D_211, なにかあったら\,,,
STR_2D_220, メールするね」,,,
STR_2D_248,ユイ\,"Yui:
You’re the best!
E-mail me if anything pops up, okay?",,
STR_2D_251,「わあ、うれしい,,,
STR_2D_263, なにかあったら\,,,
STR_2D_272, メールするね」,,,
STR_2D_2A5,ユイ\,"Yui:
You meanie!!
Don’t be like that, that’s my one and only request for life, so please, deliver the lunchbox!",,
STR_2D_2AE,「ええー、ケチー!!,,,
STR_2D_2C2, そんなこと\,,,
STR_2D_2CF, いわないて゛,,,
STR_2D_2E0, いっしょうの\,,,
STR_2D_2EE, おねか゛いた゛から,,,
STR_2D_302, おねか゛い。\,,,
STR_2D_310, おへ゛んとうを,,,
STR_2D_322, とと゛けて」\,,,
,,,,
STR_2E_4E,ユイのハ゜ハ゜\,"Yui’s Dad: 
Oh, if it isn’t [name]!
Thanks for always taking care of Yui.
All of a sudden, some jamming signals started affecting the antenna and the connection got cut off. What a bother!
Hmm? Something smells good. Could it be that you brought me my lunchbox?
",(Broadcast Center),
STR_2E_5C,「あれっ,,,
STR_2E_6A, [name]くん\,,,
STR_2E_75, し゛ゃないか?,,,
STR_2E_87, ユイとは\,,,
STR_2E_93, いつもなかよく,,,
STR_2E_A5, してくれてありか゛とう,,,
STR_2E_B7, ,,,
STR_2E_C2, いやあ、\,,,
STR_2E_CE, とつせ゛んアンテナに,,,
STR_2E_E3, ほ゛うか゛い\,,,
STR_2E_F1, て゛んは゜か゛,,,
STR_2E_103, はいってきてね、\,,,
STR_2E_113, かいせんか゛,,,
STR_2E_120, ,,,
STR_2E_12B, きれてしまったんた゛\,,,
STR_2E_13D, こまったこまった,,,
STR_2E_14C, ,,,
STR_2E_157, ン?\,,,
STR_2E_161, いいにおいか゛するね,,,
STR_2E_176, もしかして、\,,,
STR_2E_184, おへ゛んとうを,,,
STR_2E_196, もってきて\,,,
STR_2E_1A3, くれたのかい?」,,,
STR_2E_1CB,[name]は\,[name] delivered the lunchbox to Yui’s Dad.,,
STR_2E_1D4,ユイのハ゜ハ゜に,,,
STR_2E_1E6,おへ゛んとうをわたした,,,
STR_2E_210,ユイのハ゜ハ゜\,"Yui’s Dad:
Thank you! I was starving since morning, you really saved me here.
Hmm? The Broadcasting Center?
You can get there through that path on the left, but be careful, it’s dangerous!",,
STR_2E_21E,「ありか゛とう、,,,
STR_2E_230, あさから、はらへ゜コ\,,,
STR_2E_242, た゛ったんた゛,,,
STR_2E_254, たすかったよ。,,,
STR_2E_266, ん?\,,,
STR_2E_270, ほうそうセンターかい?,,,
STR_2E_286, ひた゛りにある\,,,
STR_2E_295, わきみちから いけるよ,,,
STR_2E_2AB, て゛も あふ゛ないから\,,,
STR_2E_2BE, はいらないようにね」,,,
STR_2E_2F2,カキ゛か゛しまっていて\,I can’t go through here.,"(It says “it’s locked”, but there’s nothing locked... Text has been adapted).",
STR_2E_304,なかに はいれない。,,,
,,,,
STR_36_9A,ワッハッハ\,"Wahaha:
Could it be you’re the Hacker sent by Guardian? But you’re just a child!
So your name is [name]. Well, whatever.
I’m the founder of Airland and owner of Ruger, Wahaha.
While I was away visiting another Land, someone snuck in into Ruger HQ and no one can go inside anymore.
My subordinates went to check, but they never returned. 
Due to this situation, I contacted Guardian.
You can get to Airland, where Ruger HQ is, through that door.
But be careful, there’s gotta be some dangerous people lurking around.",(Airland Site Gate),
STR_36_A6,「もしかして,,,
STR_36_B6, きみか゛\,,,
STR_36_C2, カ゛ーテ゛ィアンから,,,
STR_36_D7, はけんされた\,,,
STR_36_E5, ハッカーか?,,,
STR_36_F6, なんし゛ゃ\,,,
STR_36_103, こと゛もし゛ゃな,,,
STR_36_116, [name]くん\,,,
STR_36_121, というのか。,,,
STR_36_132, ま、いいわ\,,,
STR_36_13F, ワシは、エアラント゛の,,,
STR_36_155, そうせつしゃて゛\,,,
STR_36_165, ルカ゛ーのオーナーの,,,
STR_36_17A, ワッハッハし゛ゃ,,,
STR_36_18D, ちょっと、\,,,
STR_36_19A, ほかのラント゛へ,,,
STR_36_1AD, あそひ゛に\,,,
STR_36_1BA, いってたすきに,,,
STR_36_1CC, なにものかか゛\,,,
STR_36_1DB, ルカ゛ーほんふ゛に,,,
STR_36_1EF, しのひ゛こんて゛\,,,
STR_36_1FF, そとからのアクセスか゛,,,
STR_36_215, て゛きなくなって\,,,
STR_36_225, しまったんし゛ゃ,,,
STR_36_238, わしのふ゛かか゛\,,,
STR_36_248, ようすをみにいったん,,,
STR_36_25D, し゛ゃか゛\,,,
STR_36_26A, いつまて゛たっても,,,
STR_36_27E, もと゛ってこない,,,
STR_36_291, こまってしまって、\,,,
STR_36_2A2, カ゛ーテ゛ィアンに,,,
STR_36_2B6, れんらくしたという\,,,
STR_36_2C7, わけし゛ゃ,,,
STR_36_2D7, このとひ゛らから\,,,
STR_36_2E7, ルカ゛ーほんふ゛のある,,,
STR_36_2FD, エアラント゛へ\,,,
STR_36_30C, いけるはす゛し゛ゃ,,,
STR_36_320, しかし、\,,,
STR_36_32C, きをつけたほうか゛,,,
STR_36_340, いいそ゛おそらく、\,,,
STR_36_351, あふ゛ないやつらか゛,,,
STR_36_366, ウロチョロ\,,,
STR_36_373, しているからな,,,
STR_36_39A,[name]は\,[name] got the Password for Airland.,,
STR_36_3A3,エアラント゛の,,,
STR_36_3B4,ハ゜スワート゛を\,,,
STR_36_3C3,てにいれた,,,
STR_36_3EE,ワッハッハ\,"Wahaha:
Before I forget, you can find the Passwords for Airland’s Techno Area and Safari Area on the computer in my room inside Ruger HQ.
Until recently, I used to know them by heart, but I’ve been very forgetful lately, maybe it’s my age...
Anyway, if something happens, I’ll e-mail you.",,
STR_36_3FA,「いいわすれたか゛,,,
STR_36_40D, ルカ゛ーほんふ゛の\,,,
STR_36_41E, なかにある,,,
STR_36_42E, ワシのへやの\,,,
STR_36_43C, コンヒ゜ューターに,,,
STR_36_450, エアラント゛の\,,,
STR_36_45F, テクノエリアと,,,
STR_36_471, サファリエリアへ\,,,
STR_36_481, いくための,,,
STR_36_491, ハ゜スワート゛か゛\,,,
STR_36_4A2, はいっている。,,,
STR_36_4B4, このまえまて゛は\,,,
STR_36_4C4, おほ゛えておったか゛,,,
STR_36_4D9, としのせいか\,,,
STR_36_4E7, ものわすれか゛,,,
STR_36_4F9, ひと゛くてのォ・・・。,,,
STR_36_50F, マ、なにかあったら、\,,,
STR_36_521, メールをすることに,,,
STR_36_535, しよう,,,
STR_36_558,[name]は,[name] exchanged e-mail addresses with Wahaha.,,
STR_36_560,ワッハッハと,,,
STR_36_570,メールアト゛レスを\,,,
STR_36_580,こうかんした,,,
STR_36_5A5,ワッハッハ\,"Wahaha:
I’m counting on you, [name]!",,
STR_36_5B1,「それし゛ゃ,,,
STR_36_5C1, たのんた゛そ゛\,,,
STR_36_5D0, [name]くん」,,,
STR_36_618,ワッハッハ\,"Wahaha:
I’m counting on you, [name]!",,
STR_36_624,「それし゛ゃ,,,
STR_36_634, たのんた゛そ゛\,,,
STR_36_643, [name]くん」,,,
STR_36_673,このさきは\,Beyond this gate is Air Techno Area.,,
STR_36_67F,エアテクノエリアへの,,,
STR_36_693,ケ゛ートになります。,,,
STR_36_6CA,エアテクノエリアへの\,"This is the gate to Air Techno Area.
You don’t have the password to open it.",,
STR_36_6DB,ケ゛ートて゛す。,,,
STR_36_6ED,このケ゛ートを ひらくための\,,,
STR_36_702,ハ゜スワート゛か゛ありません。,,,
STR_36_733,エアテクノエリアへの\,"This is the gate to Air Techno Area.
Please enter the password.",,
STR_36_744,ケ゛ートて゛す。,,,
STR_36_756,ハ゜スワート゛を\,,,
STR_36_765,にゅうりょくしてくた゛さい,,,
STR_36_80B,ハ゜スワート゛か゛ちか゛います。,The password is incorrect.,,
STR_36_846,このさきは\,Beyond this gate is Air Safari Area.,,
STR_36_852,エアサファリエリアへの,,,
STR_36_867,ケ゛ートになります。,,,
STR_36_89E,エアサファリエリアへの\,"This is the gate to Air Safari Area.
You don’t have the password to open it.",,
STR_36_8B0,ケ゛ートて゛す。,,,
STR_36_8C2,このケ゛ートを ひらくための\,,,
STR_36_8D7,ハ゜スワート゛か゛ありません。,,,
STR_36_908,エアサファリエリアへの\,"This is the gate to Air Safari Area.
Please enter the password.",,
STR_36_91A,ケ゛ートて゛す。,,,
STR_36_92C,ハ゜スワート゛を\,,,
STR_36_93B,にゅうりょくしてくた゛さい,,,
STR_36_9E1,ハ゜スワート゛か゛ちか゛います。,The password is incorrect.,,
STR_36_A1C,エアラント゛への\,"This is the gate to Airland.
You don’t have the password to open it.",,
STR_36_A2B,ケ゛ートて゛す。,,,
STR_36_A3D,このケ゛ートを ひらくための\,,,
STR_36_A52,ハ゜スワート゛か゛ありません。,,,
STR_36_A8E,エアラント゛への\,"This is the gate to Air Safari Area.
Please enter the password.",,
STR_36_A9D,ケ゛ートて゛す。,,,
STR_36_AAF,ハ゜スワート゛を\,,,
STR_36_ABE,にゅうりょくしてくた゛さい,,,
STR_36_B64,ハ゜スワート゛か゛ちか゛います。,The password is incorrect.,,
STR_36_B96,このさきは\,Beyond this gate is Airland.,,
STR_36_BA2,エアラント゛への,,,
STR_36_BB4,ケ゛ートになります。,,,
STR_36_BDE,ハ゜スワート゛を\,"Password verified!
Please feel free to pass through.",,
STR_36_BED,かくにんしました。,,,
STR_36_C00,と゛うそ゛\,,,
STR_36_C0C,おとおりくた゛さい。,,,
,,,,
STR_38_3B,「18さいみまんおことわり」\,"""No admittance under 18"" is written here.
It looks like only adults are allowed inside.",,
STR_38_50,と、かいてある。,,,
STR_38_62,このみせは おとなしか\,,,
STR_38_74,はいれないようた゛,,,
,,,(Airland),
STR_3B_BF,シーテクノエリアのハ゛ク゛やから\,Got an e-mail from Sea Techno Area’s Bug Shop.,,
STR_3B_D6,メールをし゛ゅしんしました。,,,
STR_3B_103,「しんせんなハ゛ク゛か゛,We got some fresh new Bugs. Come and see!,,
STR_3B_115, はいったよ,,,
STR_3B_125, みにきな」\,,,
STR_3B_14C,サオリン\,"Saorin:
When it comes to strength, my Bugs are #1!",,
STR_3B_157,「あたしのハ゛ク゛か゛,,,
STR_3B_16C, いちは゛ん、つよいの!,,,
STR_3B_1F5,サオリン\,"Saorin:
Waaah, waaah! You made me cry...
If we exchange e-mail addresses, I’ll forgive you.",,
STR_3B_200,「エーンエーン,,,
STR_3B_211, おにーちゃんか゛\,,,
STR_3B_221, なかした・・・,,,
STR_3B_233, メールしてくれたら\,,,
STR_3B_244, ゆるしてあけ゛る,,,
STR_3B_26C,[name]は\,[name] exchanged e-mail addresses with crybaby Black Hat Saorin.,,
STR_3B_275,なきむしムホウモノ,,,
STR_3B_288,サオリンと\,,,
STR_3B_294,メールアト゛レスを,,,
STR_3B_2A7,こうかんした,,,
STR_3B_2CC,サオリン\,"Saorin:
Let’s play together again, okay?",,
STR_3B_2D7,「またあそんて゛ね」,,,
STR_3B_377,サオリン\,"Saorin:
When it comes to strength, my Bug is #1!",,
STR_3B_382,「あたしのハ゛ク゛か゛,,,
STR_3B_397, いちは゛ん、つよいの!,,,
STR_3B_420,サオリン\,"Saorin:
Waaah, waaah! You made me cry... ",,
STR_3B_42B,「エーンエーン,,,
STR_3B_43C, おにーちゃんか゛\,,,
STR_3B_44C, なかした・・・」,,,
STR_3B_4EB,アーチャン\,"Aachan:
So you’re the newbie that all the fuss is about?
Alright, I’ll teach you a lesson.
Come at me!",,
STR_3B_4F7,「おまえか、しんいりて゛,,,
STR_3B_50D, フ゛イフ゛イいわせてる,,,
STR_3B_51F, ってやつは?,,,
STR_3B_530, よーし、いっちょ\,,,
STR_3B_540, とっちめてやるか,,,
STR_3B_553, かかってきなッ」,,,
STR_3B_5D9,アーチャン\,"Aachan:
You really are something for someone your age.
But the way you handle your Bugs is still kinda sloppy.
Okay! I’ll teach you a lesson... By e-mail, of course!",,
STR_3B_5E5,「わかいのに,,,
STR_3B_5F5, たいしたもんた゛,,,
STR_3B_608, て゛もまた゛ハ゛ク゛の,,,
STR_3B_61A, つかいかたか゛あまいな,,,
STR_3B_630, よし、あたいか゛\,,,
STR_3B_640, おしえてやろう\,,,
STR_3B_653, メールて゛な」,,,
STR_3B_67A,[name]は\,[name] exchanged e-mail addresses with delinquent girl Black Hat Aachan.,"(She’s called a Sukeban, adapted to delinquent girl)",
STR_3B_683,スケハ゛ンムホウモノ,,,
STR_3B_697,アーチャンと\,,,
STR_3B_6A4,メールアト゛レスを,,,
STR_3B_6B7,こうかんした,,,
STR_3B_6DC,アーチャン\,"Aachan:
My lessons will make you tough, I tell ya.",,
STR_3B_6E8,「みっちり,,,
STR_3B_6F7, きたえてやるからな」,,,
STR_3B_798,アーチャン\,"Aachan:
So you’re the newbie that all the fuss is about?
Alright, I’ll teach you a lesson.
Come at me!",,
STR_3B_7A4,「おまえか、しんいりて゛,,,
STR_3B_7BA, フ゛イフ゛イいわせてる,,,
STR_3B_7CC, ってやつは?,,,
STR_3B_7DD, よーし、いっちょ\,,,
STR_3B_7ED, とっいちめてやるか,,,
STR_3B_801, かかってきなッ」,,,
STR_3B_887,アーチャン\,"Aachan:
You really are something for someone your age.",,
STR_3B_893,「わかいのに,,,
STR_3B_8A3, たいしたもんた゛」,,,
STR_3B_943,「あんた\,"Are you with Guardian?
Please, take this.",,
STR_3B_94E, カ゛ーテ゛ィアンかい?,,,
STR_3B_964, これを\,,,
STR_3B_96F, つかってくれよ」,,,
STR_3B_997,[name]は\,[name] got a SuperRepair.,,
STR_3B_9A0,スーハ゜ーリヘ゜アを もらった。,,,
,,,,
STR_3C_60,ワッハッハのハ゜ソコンから\,"Got the Passwords for Air Techno Area and Air Safari Area from Wahaha’s PC!
You can now travel throughout Airland areas freely!",,
STR_3C_74,エアテクノエリアと,,,
STR_3C_87,エアサファリエリアの\,,,
STR_3C_98,ハ゜スワート゛を てにいれた!,,,
STR_3C_B8,これて゛\,,,
STR_3C_C3,エアラント゛ないは,,,
STR_3C_D6,と゛こて゛も\,,,
STR_3C_E3,いけるように なった,,,
,,,,
STR_3D_61,ロッシュ\,"Roche:
I am Roche, a Weldehyde executive. 
You’re the rumored rising star Guardian Hacker that defeated Kamisen in Amiland and Sobaka in Sealand, huh?
They lost because they were careless, but I won’t be careless! Time to fight!",,
STR_3D_6C,「おれは,,,
STR_3D_7A, ウェルテ゛ハイト゛の\,,,
STR_3D_8C, かんふ゛,,,
STR_3D_9B, ロッシュさまた゛。,,,
STR_3D_AF, おまえか゛\,,,
STR_3D_BC, うわさの,,,
STR_3D_CB, カ゛ーテ゛ィアンの\,,,
STR_3D_DC, しんし゛んハッカーか,,,
STR_3D_F1, アミラント゛の\,,,
STR_3D_100, カミセンや,,,
STR_3D_110, シーラント゛の\,,,
STR_3D_11F, サハ゛ーカは,,,
STR_3D_130, ゆた゛んして\,,,
STR_3D_13E, まけたようた゛か゛,,,
STR_3D_152, オレさまは\,,,
STR_3D_15F, ゆた゛んしないそ゛!,,,
STR_3D_174, しょうふ゛た゛!」,,,
STR_3D_1FB,ロッシュ\,"Roche:
Damn it! You dodged even my nimble attacks.
You’re on the path to become a great Hacker. Even as enemies, I must congratulate you.
If you flip the switch on the computer behind me, the security system will stop... Though, I must say, you were too late.
Our plan cannot be stopped anymore...
",,
STR_3D_206,「チクショー,,,
STR_3D_216, よくオレさまの\,,,
STR_3D_225, すは゛やいこうけ゛きを,,,
STR_3D_23B, しのけ゛たな,,,
STR_3D_24C, おまえは、\,,,
STR_3D_259, いいハッカーに,,,
STR_3D_26B, なるた゛ろう,,,
STR_3D_27C, てきなか゛ら\,,,
STR_3D_28A, あっは゜れた゛,,,
STR_3D_29C, オレの\,,,
STR_3D_2A7, うしろにある,,,
STR_3D_2B8, コンヒ゜ューターの\,,,
STR_3D_2C9, スイッチをきれは゛,,,
STR_3D_2DD, ほ゛うか゛い\,,,
STR_3D_2EB, て゛んは゜か゛,,,
STR_3D_2FD, とまる・・・,,,
STR_3D_30E, しかし、すこし\,,,
STR_3D_31D, おそすき゛たようた゛な,,,
STR_3D_333, オレたちの\,,,
STR_3D_340, けいかくは,,,
STR_3D_350, もう、\,,,
STR_3D_35B, とまらないせ゛・・・」,,,
STR_3D_4AF,[name]は、\,"[name] flipped the switch. The security system halted.
Mission complete!",,
STR_3D_4B9,スイッチをきった。,,,
STR_3D_4CC,ほ゛うか゛いて゛んは゜か゛\,,,
STR_3D_4E0,とまった。,,,
STR_3D_4EF,にんむに せいこうした!,,,
STR_3D_51A,ちちおや\,"Dad:
[name], it seems you’ve completed the mission.
I set up a hotline at the Access Point in the back. Return back through it.",,
STR_3D_525,「[name],,,
STR_3D_531, にんむか゛ かんりょう,,,
STR_3D_543, したようた゛な,,,
STR_3D_555, おくにある\,,,
STR_3D_562, アクセスホ゜イントに,,,
STR_3D_577, ホットラインをひいた\,,,
STR_3D_589, そこから、もと゛って,,,
STR_3D_59E, きなさい」,,,
STR_3D_5C4,リースレン\,"Riesren:
Yo! So you finally became an A-Rank Hacker. Congratulations!
You beat me to it, but the war isn’t over, I’ll keep doing my best.
Oh yeah, I almost forgot. Here, this is a gift for you.
If you have that in hand, you’ll be able to enter places you couldn’t before. That’s what being an adult really means.",,
STR_3D_5D0,「よっ!,,,
STR_3D_5DE, とうとう\,,,
STR_3D_5EA, Aきゅうハッカーに,,,
STR_3D_5FE, なったんた゛ってな\,,,
STR_3D_60F, おめて゛とう,,,
STR_3D_620, おまえにさきを\,,,
STR_3D_62F, こされたけと゛,,,
STR_3D_641, おれもまけないて゛\,,,
STR_3D_652, か゛んは゛るせ゛,,,
STR_3D_665, おっと\,,,
STR_3D_670, わすれるところた゛った,,,
STR_3D_686, これ、おれからの\,,,
STR_3D_696, おいわいた゛,,,
STR_3D_6A7, これをもっていると\,,,
STR_3D_6B8, いままて゛,,,
STR_3D_6C8, はいれなかったところに,,,
STR_3D_6DA, はいれるせ゛,,,
STR_3D_6EB, まあ、オトナってことよ,,,
STR_3D_716,[name]は\,"[name] got the Proxy from Riesren! If you have it with you, others will think you’ve become an adult.",,
STR_3D_71F,リースレンから,,,
STR_3D_730,フ゜ロキシをもらった。,,,
STR_3D_74C,これを もっていると\,,,
STR_3D_75D,オトナに なれるらしい,,,
STR_3D_787,リースレン\,"Riesren:
Sorry for holding you back. Well then, let’s meet again!",,
STR_3D_793,「ひきとめて わるかった,,,
STR_3D_7A9, し゛ゃあな\,,,
STR_3D_7B6, またあおうせ゛!」,,,
,,,,
STR_3E_4F,コ゛スヘ゜ル\,"Gospel:
Oh, so you are [name]!
I am the founder and leader of Guardian, Doctor Gospel.
We at Guardian would like to express our special gratitude for your sincere hard work.
As proof of that, I’ll officially recognize you as an A-Class Hacker.",,
STR_3E_5C,「おお!,,,
STR_3E_6A, きみか゛\,,,
STR_3E_76, [name]くんか,,,
STR_3E_85, ワシは\,,,
STR_3E_90, カ゛ーテ゛ィアンの,,,
STR_3E_A4, そうせつしゃて゛\,,,
STR_3E_B4, そうすいの,,,
STR_3E_C4, ト゛クター・\,,,
STR_3E_D2, コ゛スへ゜ルし゛ゃ,,,
STR_3E_E6, しんし゛んなか゛ら\,,,
STR_3E_F7, よくか゛んは゛った,,,
STR_3E_10B, きみのかつやくに\,,,
STR_3E_11B, たいして、,,,
STR_3E_12B, わか゛\,,,
STR_3E_136, カ゛ーテ゛ィアンて゛は,,,
STR_3E_14C, とくへ゛つのかんしゃ\,,,
STR_3E_15E, をしたいとおもう。,,,
STR_3E_172, そのあかしとして\,,,
STR_3E_182, [name]くんに,,,
STR_3E_191, Aきゅうハッカーの\,,,
STR_3E_1A2, しかくを,,,
STR_3E_1B1, あたえることにする。,,,
STR_3E_1DB,[name]は\,[name] became an A-Rank Hacker!,,
STR_3E_1E4,Aきゅうハッカーに,,,
STR_3E_1F7,なった,,,
STR_3E_25B,コ゛スヘ゜ル\,"Gospel:
Congratulations!
Now that you’re an A-Rank Hacker, chips you couldn’t use before can now be used.
I should tell you that there’s still a higher rank for Hackers, the S-Rank.
Keep up your good work!",,
STR_3E_268,「おめて゛とう!,,,
STR_3E_27A, Aきゅうハッカーに\,,,
STR_3E_28B, なったから、,,,
STR_3E_29C, つかえなかった\,,,
STR_3E_2AB, チッフ゜か゛,,,
STR_3E_2BC, つかえるように\,,,
STR_3E_2CB, なったそ゛!,,,
STR_3E_2DC, さらに うえには\,,,
STR_3E_2EC, Sきゅうハッカーという,,,
STR_3E_302, ランクもあるそ゛!,,,
STR_3E_316, か゛んは゛って\,,,
STR_3E_325, くれたまえ!」,,,
STR_3E_35B,ちちおや\,"Dad:
Good going, [name]!
From now on, keep doing your best in your missions.",,
STR_3E_366,「[name],,,
STR_3E_372, よくか゛んは゛ったな!,,,
STR_3E_388, これからも\,,,
STR_3E_395, りっは゜ににんむを,,,
STR_3E_3A9, はたしてくれ!」,,,
,,,,
STR_3F_3B,ユイ\,"Yui:
Geez, where on earth were you?
While you were gone, [name], Guardian solved this incident.",,
STR_3F_44,「んもう、,,,
STR_3F_53, いったい\,,,
STR_3F_5F, と゛こへいってたのよ?,,,
STR_3F_75, [name]くんか゛\,,,
STR_3F_82, いないあいた゛に,,,
STR_3F_95, カ゛ーテ゛ィアンか゛\,,,
STR_3F_A7, やってきて、,,,
STR_3F_B8, し゛けんをかいけつ\,,,
STR_3F_C9, しちゃったわよ」,,,
STR_3F_F1,ユイのハ゜ハ゜\,"Yui’s Dad:
Hey. Thanks to you, I was able to get Yui’s lunchbox.
Also, the incident was resolved. I’m so happy right now!",,
STR_3F_FF,「やあ。,,,
STR_3F_10D, おかけ゛て゛\,,,
STR_3F_11B, ユイのおへ゛んとうにも,,,
STR_3F_131, ありつけることか゛\,,,
STR_3F_142, て゛きたし、,,,
STR_3F_153, し゛けんは、\,,,
STR_3F_161, かいけつしたし、,,,
STR_3F_174, ハッヒ゜ーな\,,,
STR_3F_182, きふ゛んた゛よ」,,,
STR_3F_1AA,こうして、\,"Thus, thanks to [name]’s efforts, Nanohana Town could enjoy peaceful days once again.",,
STR_3F_1B6,[name]のかつやくにより,,,
STR_3F_1C9,なのはなタウンには、\,,,
STR_3F_1DA,ふたたひ゛,,,
STR_3F_1E9,へいわな ひひ゛か゛\,,,
STR_3F_1FA,おとす゛れたのて゛した。,,,
,,,,
STR_40_2E,「ついに このときか゛\,"Finally, the long waited moment is upon us...",,
STR_40_40, きたようた゛な・・・」,,,
STR_40_6B,「はッ!\,"Hah! While those Guardian guys were dealing with Roche and the other executives, the preparations for our assault in their HQ were completed.",,
STR_40_7A, カ゛ーテ゛ィアンの\,,,
STR_40_8B, やつらか゛,,,
STR_40_9B, ロッシュら かんふ゛に,,,
STR_40_AD, かまっているスキに,,,
STR_40_C1, カ゛ーテ゛ィアンほんふ゛,,,
STR_40_D4, しゅうけ゛きの,,,
STR_40_E6, し゛ゅんひ゛か゛\,,,
STR_40_F6, ととのいました」,,,
STR_40_11E,「カ゛ハハハハ!,"Gahahahahah!
Compared to us, the Elite Four, guys like Roche and the others are nothing but babies!",,
STR_40_130, ロッシュら かんふ゛の,,,
STR_40_142, れんちゅうなと゛,,,
STR_40_155, ワシら してんのうに\,,,
STR_40_167, くらへ゛れは゛,,,
STR_40_179, あかこ゛\,,,
STR_40_185, と゛うせ゛ん!」,,,
STR_40_1AD,「そうそう,"I know, right?
Guardian is cramming with those pawns calling themselves Hackers. Nothing to worry about.",,
STR_40_1BC, あんな\,,,
STR_40_1C7, すてこ゛まハッカーに,,,
STR_40_1DC, ふりまわされてる\,,,
STR_40_1EC, カ゛ーテ゛ィアンなんて,,,
STR_40_202, たかか゛\,,,
STR_40_20E, しれてるわね」,,,
STR_40_235,「ウェルテ゛ハイト゛の\,"We, the Elite Four, will make Guardian understand Weldehyde’s true power!",,
STR_40_247, しんの ちからを,,,
STR_40_25A, ワイら\,,,
STR_40_265, してんのうか゛,,,
STR_40_277, カ゛ーテ゛ィアンに\,,,
STR_40_288, おもいしらせたるわい!」,,,
STR_40_2B4,「さあ、\,"Now, Elite Four! Annihilate that despicable Guardian!
It’s now time for Weldehyde’s glory! The countdown has begun!",,
STR_40_2BF, してんのうたちよ!,,,
STR_40_2D3, いまいましい\,,,
STR_40_2E1, カ゛ーテ゛ィアンの,,,
STR_40_2F5, れんちゅうを\,,,
STR_40_303, せんめつさせるのた゛!,,,
STR_40_319, いまこそ、わか゛\,,,
STR_40_329, ウェルテ゛ハイト゛の,,,
STR_40_33E, えいこうのとき!,,,
STR_40_351, その\,,,
STR_40_35B, カウントタ゛ウンは,,,
STR_40_36F, はし゛まったのた゛!」,,,
,,,(Start of Chapter 4),
STR_41_74,ははおや\,"Mom:
Daichi! Daichi! Get up!",,
STR_41_7F,「[name]\,,,
STR_41_8C, [name]\,,,
STR_41_95, おきなさい!!」,,,
STR_41_C0,ははおや\,"Mom:
Nanohana Town is in a terrible situation!
Phones are not working and I can’t send e-mails either.
Even the TV and microwave have stopped working.
On top of that, I can’t get in touch with Dad.
What should I do?",,
STR_41_CB,「なのはなタウンか゛,,,
STR_41_DF, たいへんなことに\,,,
STR_41_EF, なっているわ!,,,
STR_41_101, て゛んわも\,,,
