Label,Japanese,English,Notes
STR_10A_E72,は\てきのこうけ゛きを\かわしやすくなった!\,'s\evasion increased!,
STR_10A_EA6,は\みかわして゛\てきのこうけ゛きをよけた!\,\dodged the attack! \,
STR_10A_EDA,は\た゛れかをみか゛わりにて゛きる!\,\can use an\Scapegoat!\,(Scapegoat)
STR_10A_F0A,は\カミカセ゛にまもられている!\,\is protected by\Divine Wind!\,
STR_10A_F38,の\カミカセ゛か゛なくなった!\,'s\Divine Wind\were off!\,
STR_10A_F65,のまえに\し゛ょうへきか゛て゛きた!\, placed\a barrier!\,
STR_10A_F95,の\し゛ょうへきか゛なくなった!\,’s\barrier disap-\peared!\,
STR_10A_FC3,の\テ゛ータをふ゛んせきした!\,s\data was\analyzed!\,(What move uses this line?)
STR_10A_100D,は\こうけ゛きりょくか゛\,’s\attack rose by\,
STR_10A_102D,あか゛った!\, points!\,
STR_10A_104E,は\こうけ゛きりょくか゛\,’s\attack fell by\,
STR_10A_106E,さか゛った!\, points!\,
STR_10A_10AF,は\すは゛やさか゛\,’s\speed rose by\,
STR_10A_10CC,あか゛った!\, points!\,
STR_10A_10ED,は\すは゛やさか゛\,’s\speed fell by\,
STR_10A_110A,さか゛った!\, points!\,
STR_10A_114B,は\ほ゛うき゛ょりょくか゛\,’s\defense rose by\,
STR_10A_116C,あか゛った!\, points!\,
STR_10A_118D,は\ほ゛うき゛ょりょくか゛\,’s\defense fell by\,
STR_10A_11AE,さか゛った!\, points!\,
STR_10A_11EF,は\とくしゅのうりょくか゛\,’s\special rose by\,
STR_10A_1210,あか゛った!\, points!\,
STR_10A_1231,は\とくしゅのうりょくか゛\,’s\special fell by\,
STR_10A_1252,さか゛った!\, points!\,
STR_10A_1293,は\かいひのうりょくか゛\,’s\evasion rose by\,
STR_10A_12B3,あか゛った!\, points!\,
STR_10A_12D4,は\かいひのうりょくか゛\,’s\evasion fell by\,
STR_10A_12F4,さか゛った!\, points!\,
STR_10A_1360,は\た゛け゛きにつよくなった!\,\became resistant\to Strike!\,
STR_10A_138D,は\さ゛んけ゛きにつよくなった!\,\became resistant\to Blade!\,
STR_10A_13BB,は\ほのおにつよくなった!\,\became resistant\to Fire!\,
STR_10A_13E6,は\みす゛につよくなった!\,\became resistant\to Water!\,
STR_10A_1411,は\かせ゛につよくなった!\,\became resistant\to Wind!\,
STR_10A_143C,は\て゛んきにつよくなった!\,\became resistant\to Electric!\,
STR_10A_1468,は\うかひ゛あか゛った!\,\rose up!\,
STR_10A_1492,は\とくしゅこうけ゛きに\つよくなった!\,\became resistant\to Special!\,
STR_10A_150C,は\た゛け゛きによわくなった!\,\became weak to\Strike!\,
STR_10A_1539,は\さ゛んけ゛きによわくなった!\,\became weak to\Blade!\,
STR_10A_1567,は\ほのおによわくなった!\,\became weak to\Fire!\,
STR_10A_1592,は\みす゛によわくなった!\,\became weak to\Ice!\,
STR_10A_15BD,は\かせ゛によわくなった!\,\became weak to\Wind!\,
STR_10A_15E8,は\て゛んきによわくなった!\,\became weak to\Electric!\,
STR_10A_1614,は\し゛しんによわくなった!\,\became weak to\Ground!\,
STR_10A_1640,は\とくしゅこうけ゛きに\よわくなった!\,\became weak to\Special!\,
STR_10A_168F,は\ちけいをかえた!\,\swapped the\terrain!\,
STR_10A_194D,の\カウンターか゛さくれつ!\,\struck back!\,(Counter)
STR_10A_1978,は\はんけ゛き!\,\counterattacked!\,(Razor Leaves)
STR_10A_199D,は\たいて゛んしている!\, is\charged with\electricity!\,(Charge Up)
STR_10A_19C6,は\ほのおのまいて゛はんけ゛き!\,\counterattacked\with Fire Dance!\,(Fire Dance)
STR_10A_1A38,は\, took\,(Counter Damage)
STR_10A_1A51, のタ゛メーシ゛をうけた。\, damage!\,
STR_10A_1A9C,は\,\,
STR_10A_1AAD,HPか゛,recovered ,
STR_10A_1ABF, かいふくした。\, HP!,(Power Drain)
STR_10A_1B6E,は\て゛んし゛トラッフ゜て゛, is\unable to move\due to the Elec-\tric Trap!\,(Note: Which move uses this?)
STR_10A_1B86,うこ゛けなくなった!\,,
STR_10A_1BCB,は\こうけ゛きりょくか゛\,’s\attack rose by\,(Power Scan)
STR_10A_1BEB,あか゛った!\, points!\,
STR_10A_1C0C,は\こうけ゛きりょくか゛\,’s\attack fell by\,
STR_10A_1C2C,さか゛った!\, points!\,
STR_10A_1C6D,は\すは゛やさか゛\,’s\speed rose by\,
STR_10A_1C8A,あか゛った!\, points!\,
STR_10A_1CAB,は\すは゛やさか゛\,’s\speed fell by\,
STR_10A_1CC8,さか゛った!\, points!\,
STR_10A_1D09,は\ほ゛うき゛ょりょくか゛\,’s\defense rose by\,
STR_10A_1D2A,あか゛った!\, points!\,
STR_10A_1D4B,は\ほ゛うき゛ょりょくか゛\,’s\defense fell by\,
STR_10A_1D6C,さか゛った!\, points!\,
STR_10A_1DAD,は\とくしゅのうりょくか゛\,’s\special rose by\,
STR_10A_1DCE,あか゛った!\, points!\,
STR_10A_1DEF,は\とくしゅのうりょくか゛\,’s\special fell by\,
STR_10A_1E10,さか゛った!\, points!\,
STR_10A_1E51,は\かいひのうりょくか゛\,’s\evasion rose by\,
STR_10A_1E71,あか゛った!\, points!\,
STR_10A_1E92,は\かいひのうりょくか゛\,’s\evasion fell by\,
STR_10A_1EB2,さか゛った!\, points!\,
,,,
STR_10D_169,そのたTARGET ,そのたTARGET ,
STR_10D_181,\,\,
STR_10D_73D,タ゛メーシ゛TARGET ,タ゛メーシ゛TARGET ,
STR_10D_758,\,\,
STR_10D_A0F,かいふくTARGET ,かいふくTARGET ,
STR_10D_A28,\,\,
STR_10D_DCB,SKILL0 ,SKILL0 ,
STR_10D_DE0,\,\,
STR_10D_DE7,SKILL1 ,SKILL1 ,
STR_10D_DFC,\,\,
STR_10D_E03,SKILL2 ,SKILL2 ,
STR_10D_E18,\,\,
STR_10D_E1F,SKILL3 ,SKILL3 ,
STR_10D_E34, , ,
STR_10D_E43,\,\,
,,,
STR_10E_62F,てきのハ゛ク゛をやっつけた。\,Enemy Bug\defeated! \,(Battle end messages)
STR_10E_673,ひきわけて゛す,It’s a draw.,
STR_10E_8B1,てきのハ゛ク゛をやっつけた。\,Enemy Bug\defeated! \,
STR_10E_A7F,は\Ver , upgraded\to Ver ,Level-up message
STR_10E_A97, にアッフ゜!,!,
STR_10E_EB4,わさ゛ ,,(Move evolution message)
STR_10E_FA3,は\, \has evolved into\,
STR_10E_FB3,にしんかした!,!,
STR_10E_1079,は\Ver, achieved\Ver ,(Protagonist level-up message)
STR_10E_1090,になった!,!,
STR_10E_110F,は\おかね , has\obtained ,
STR_10E_1123,0円をみつけた!,0円!,
STR_10E_1149,は\おかねをもちきれない!, can’t\carry any more\money!,
STR_10E_1244,まけた,Defeat.,
STR_10E_128B,まけた,Defeat.,
STR_10E_14C2,サーハ゛ーか゛いっは゜いなのて゛\,Server is full!,
STR_10E_14DD, をあきらめた!, has been\discarded.,
STR_10E_14FE,てきのハ゛ク゛\,Enemy Bug\,
STR_10E_1510, を, \,
STR_10E_151C,ほかくしました!,has been\captured!,
STR_10E_1539,てもちか゛いっは゜いなのて゛\サーハ゛ーにおくられました!,Party is full.\Sent to Server.,
STR_10E_15BB,は\けいけんち , got\,(Longest Bug name is 12 tiles long)
STR_10E_15D1,をかくとく!, Exp. Points!,
STR_10E_16D7,は\ハ゛ク゛しんかて゛きるそ゛!, is\ready to evolve!,(evolution messages)
STR_10E_16FC,と゛のハ゛ク゛にしんかしますか,Evolve into\which Bug?\,
STR_10E_1748,に\しんかしてもよろしいて゛すか?,",\correct?\",
STR_10E_179B,ハ゛ク゛しんかをやめますか?,Cancel evolution?,
STR_10E_1A0C,あたらしいわさ゛\,The new move\,
STR_10E_1A23,か゛\, can\,
STR_10E_1A30,おほ゛えられます,be learned.,
STR_10E_1A42,ほかのわさ゛といれかえますか?,Replace another\move with it?,
STR_10E_1A82,わさ゛ ,Replace\,(Move replacement confirmation)
STR_10E_1A94,を\,,Move name
STR_10E_1A9C,いれかえてもいいて゛すか?,?,
STR_10E_1B30,わさ゛ ,Stop learning\,(Move replacement cancellation)
STR_10E_1B42,を\おほ゛えるのをやめますか?,?,
STR_10E_1CFB,あたらしいわさ゛\,Learned\,(New move learned)
STR_10E_1D12, をおほ゛えた!,!,
STR_10E_1D2B,わさ゛をおほ゛えるのをやめた!,Gave up on\learning it.,
STR_10E_1D49,いれかえるわさ゛を\えらんて゛くた゛さい,Select a move to replace.,
STR_10E_20B6,は\,\evolved into\,
STR_10E_2185,に\しんかした。,.,
,,,
STR_111_538,たたかう,Fight,(Bug encounter screen)
STR_111_53F,にけ゛る,Flee,
STR_111_546,オート,Auto,
,,,
STR_112_1A3,C,C,(Battle messages for when you can't do stuff)
STR_112_1B2,\,\,
STR_112_24D,c,c,
STR_112_25C,\,\,
STR_112_2EB,は\ねむっている!,\is sleeping!\,
STR_112_315,は\うこ゛けない!,\can’t move!,
STR_112_977,そのアイテムはせんとうし゛つかえません,Items can’t be\used.,
STR_112_AEA,いれかえるハ゛ク゛か゛いません。,There are no Bugs\to switch.,
STR_112_B90,このせんとうはにけ゛られない!,Cannot flee from\this battle!,
STR_112_1BAE,*,*,
,,,
STR_115_6E,こうけ゛き,Attack,"(Battle menu, Bug's turn)"
STR_115_76,たいき,Wait,
,,,
STR_116_7F,モハ゛イル,Mobile,"(Battle menu, player's turn)"
STR_116_87,たいき,Wait,
STR_116_8D,にけ゛る,Flee,
STR_116_94,いま オートOFF,Auto OFF,
STR_116_A6,モハ゛イル,Mobile,
STR_116_AE,たいき,Wait,
STR_116_B4,にけ゛る,Flee,
STR_116_BB,いま オートON ,Auto ON ,
STR_116_25E,ワクチン・ツール,Vaccine/tool,
STR_116_269,ハ゜ーティーへんせい,Edit party,
STR_116_2D7,このせんとうて゛は\アイテムはつかえません,Can’t use it\right now.,
,,,
STR_117_23E,Ver,Ver.,
STR_117_269,EP,EP,
STR_117_288,/,/,
STR_117_2CA,Ver,Ver.,
STR_117_2F5,EP,EP,
STR_117_314,/,/,
STR_117_356,Ver,Ver.,
STR_117_381,EP,EP,
STR_117_3A0,/,/,
STR_117_3E2,Ver,Ver.,
STR_117_40D,EP,EP,
STR_117_42C,/,/,
,,,
STR_11A_6B,VG,VG,(Status effects)
STR_11A_162, と゛く, Poisoned,
STR_11A_17E, まひ, Paralyzed,
STR_11A_199, ねむり, Asleep,
STR_11A_1B5, こんらん, Confused,
STR_11A_1C3,Ver ,Ver ,
STR_11A_234,HP,HP,
,,,
STR_11B_18,-,-,(Battle text for when moves and items are used)
STR_11B_27,\,\,
STR_11B_2E,WAZA ,WAZA ,See here for a summary of move names/descriptions/battle text:
STR_11B_41,\,\,http://wiki.telefang.net/User:Kimbles/Bugsite_Attack_Text
STR_11B_48,TGT  ,TGT  ,
STR_11B_5B,\,\,
STR_11B_62,CALC ,CALC ,
STR_11B_75,\,\,
STR_11B_AE,は\,\became a\Scapegoat for\," These strings have variables for the user/targets between them (not shown), so keep that in mind while translating."
STR_11B_D5,の\,!\, 
STR_11B_E1,みか゛わりになった!,,(Scapegoat)
STR_11B_465,は\たいきした!\, is\waiting!\,
STR_11B_486,は\ツメて゛\,\attacked\,
STR_11B_497,を\こうけ゛き!\, with\Claw!\,
STR_11B_4B8,は\カキ゛ツメて゛\,\attacked\,
STR_11B_4CC,を\こうけ゛き!\, with\Hooked Claw!,
STR_11B_4ED,は\と゛くのツメて゛\,\attacked\,
STR_11B_502,を\こうけ゛き!\, with\Poison Claw!,
STR_11B_523,は\マヒのツメて゛\,\attacked\,
STR_11B_537,を\こうけ゛き!\, with\Stun Claw!\,
STR_11B_558,は\さいきょうのツメて゛\,\attacked\,
STR_11B_56F,を\こうけ゛き!\, with\Ultimate Claw!\,
STR_11B_590,は\ツノて゛\,\attacked\,
STR_11B_5A1,を\こうけ゛き!\, with\Horn!\,
STR_11B_5C2,は\つきあけ゛るて゛\,\attacked\,
STR_11B_5D7,を\こうけ゛き!\, with\Horn Thrust!,
STR_11B_5F8,は\ロンク゛ホーンて゛\,\attacked\,
STR_11B_60E,を\こうけ゛き!\, with\Long Horn!\,
STR_11B_62F,は\キハ゛て゛\,\attacked\,
STR_11B_641,を\こうけ゛き!\, with\Fang!\,
STR_11B_660,は\かみつくて゛\,\attacked\,
STR_11B_673,を\こうけ゛き!\, with\Bite!\,
STR_11B_694,は\と゛くのキハ゛て゛\,\attacked\,
STR_11B_6AA,を\こうけ゛き!\, with\Poison Fang!,
STR_11B_6CB,は\くいちき゛るて゛\,\attacked\,
STR_11B_6E0,を\こうけ゛き!\, with\Bite Down!\,
STR_11B_701,は\くちは゛して゛\,\attacked\,
STR_11B_715,を\こうけ゛き!\, with\Beak!\,
STR_11B_736,は\れんた゛て゛\,\attacked\,
STR_11B_749,を\れんそ゛くこうけ゛き!\, with\Barrage!\,
STR_11B_76F,は\ヒ゛ークフ゛レットて゛\,\attacked\,
STR_11B_787,を\こうけ゛き!\, with\Beak Bullet!,
STR_11B_7A8,は\たいあたりて゛\,\attacked\,
STR_11B_7BC,を\こうけ゛き!\, with\Tackle!\,
STR_11B_7DD,は\ロケットタックルて゛\,\attacked\,
STR_11B_7F4,を\こうけ゛き!\, with\Rocket Tackle!\,
STR_11B_815,は\ふ゛ちかまして゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Savage Blow!,
STR_11B_847,は\ハ゜ンチて゛\,\attacked\,
STR_11B_85A,を\こうけ゛き!\, with\Punch!\,
STR_11B_879,は\リハ゛ーフ゛ローて゛\,\attacked\,
STR_11B_890,を\こうけ゛き!\, with\Heavy Hit!\,
STR_11B_8B1,は\てきのこうけ゛きをまちかまえた!\,\braced for the\foe’s attack!\,
STR_11B_8DC,は\れんけ゛きて゛\,\attacked\,
STR_11B_8F0,を\れんそ゛くこうけ゛き!\,\repeatedly with\Combo Punch!\,
STR_11B_916,は\こ゛うけんて゛\,\attacked\,
STR_11B_92A,を\こうけ゛き!\, with\Power Fist!\,
STR_11B_94B,は\キックて゛\,\attacked\,
STR_11B_95D,を\こうけ゛き!\, with\Kick!\,
STR_11B_97E,は\ソハ゛ットて゛\,\attacked\,
STR_11B_992,を\こうけ゛き!\, with\Kickbox!\,
STR_11B_9B3,は\とひ゛け゛りて゛\,\attacked\,
STR_11B_9C8,を\こうけ゛き!\, with\Jump Kick!\,
STR_11B_9E9,は\レック゛ハ゛ス゛ーカて゛\,\attacked\,
STR_11B_A02,を\こうけ゛き!\, with\Leg Bazooka!,
STR_11B_A23,は\しょくしゅて゛\,\attacked\,
STR_11B_A37,を\こうけ゛き!\, with\Tentacle!\,
STR_11B_A58,は\うそなきて゛\,\attacked\,
STR_11B_A6B,を\こうけ゛き!\, with\Fake Tears!\,
STR_11B_A8A,は\ひゃくたたきて゛\,\attacked\,
STR_11B_A9F,を\れんそ゛くこうけ゛き!\,\repeatedly with\Multi-strike!\,
STR_11B_AC5,は\ほねくた゛きて゛\,\attacked\,
STR_11B_ADA,を\れんそ゛くこうけ゛き!\,\repeatedly with\Bone Crush!\,
STR_11B_B00,は\トケ゛\,\attacked\,
STR_11B_B10,を\こうけ゛き!\, with\Needle!\,
STR_11B_B31,は\トケ゛のころもて゛\みをくるんた゛!\,\wrapped itself\with Needle Coat!,
STR_11B_B5E,は\ひっさつのトケ゛て゛\,\attacked\,
STR_11B_B75,を\こうけ゛き!\, with\Killer Needle!\,
STR_11B_B96,は\トケ゛せんほ゛んて゛てきせ゛んたいをこうけ゛き!\,\attacked all foes\with 1000 Needles!,
STR_11B_BC9,は\て゛んし゛はて゛\,\attacked\,
STR_11B_BDE,を\こうけ゛き!\, with\EM Wave!\,
STR_11B_BFF,は\マイクロウェーフ゛て゛てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Microwave!\,
STR_11B_C33,は\こうあつレンシ゛て゛\,\attacked\,
STR_11B_C4A,を\こうけ゛き!\, with\Hyper Wave!\,
STR_11B_C6B,は\て゛んけ゛きて゛\,\attacked\,
STR_11B_C80,を\こうけ゛き!\, with\Electric Shock!\,
STR_11B_C9F,は\たいて゛んしている!\,\has charged up!\,
STR_11B_CC4,は\いなつ゛まて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Lightning!\,
STR_11B_CF5,は\ほうて゛んて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Discharge!\,
STR_11B_D26,は\カ゛スて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Gas!\,
STR_11B_D55,は\と゛くカ゛スて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Poison Gas!\,
STR_11B_D87,は\マヒカ゛スて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Stun Gas!\,
STR_11B_DB8,は\さいみんカ゛スて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Sleeping\Gas!\,
STR_11B_DEB,は\こんらんカ゛スて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Laughing\Gas!\,
STR_11B_E1E,は\さんせいカ゛スて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Acid Cloud!\,
STR_11B_E51,は\こうおんカ゛スて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Steam Cloud!,
STR_11B_E82,は\れいとうカ゛スて゛てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Icy Cloud!\,
STR_11B_EB4,は\ひのたまて゛\,\attacked\,
STR_11B_EC7,を\こうけ゛き!\, with\Fireball!\,
STR_11B_EE8,は\ほのおのまいをおと゛った!\,\performed the\Fire Dance!\,
STR_11B_F10,は\ひは゛しらて゛\,\attacked\,
STR_11B_F24,を\こうけ゛き!\, with\Fire Pillar!,
STR_11B_F45,は\かえんけんて゛\,\attacked\,
STR_11B_F59,を\こうけ゛き!\, with\Flame Sword!,
STR_11B_F7A,は\フレアクローて゛\,\attacked\,
STR_11B_F8F,を\こうけ゛き!\, with\Flare Claw!\,
STR_11B_FB0,は\こおりのつふ゛てて゛\,\attacked\,
STR_11B_FC7,を\こうけ゛き!\, with\Ice Pebble!\,
STR_11B_FE8,は\ひょうか゛て゛て゛\,\attacked\,
STR_11B_FFE,を\こうけ゛き!\, with\Glacier!\,
STR_11B_101F,は\アイスシールト゛て゛\ほ゛うき゛ょした!\,\defended itself\with Ice Shield!\,
STR_11B_104E,は\とっふ゜うて゛\,\attacked\,
STR_11B_1062,を\こうけ゛き!\, with\Gust!\,
STR_11B_1081,は\きょうふうて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Gale!\,
STR_11B_10B2,は\すなほ゛こりて゛\,\attacked\,
STR_11B_10C7,を\こうけ゛き!\, with\Dust Cloud!\,
STR_11B_10E8,は\おいかせ゛て゛すは゛やくうこ゛いた!\,\moved swiftly\with Tailwind!\,
STR_11B_1115,は\かまいたちて゛\,\attacked\,
STR_11B_1129,を\こうけ゛き!\, with\Kamaitachi!\,
STR_11B_114A,は\しんくうき゛りて゛てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Vacuum\Slash!\,
STR_11B_117C,は\カミカセ゛をつかった!\しんひ゜のちからか゛,\used Divine Wind!,
STR_11B_119E,ハ゜ーティをつつみこむ!\,A mysterious aura\envelops itself\and its allies!\,
STR_11B_11C3,は\ハ゜ワート゛レインて゛\,\attacked\,
STR_11B_11DB,を\こうけ゛き!\, with\Power Drain!,
STR_11B_11FC,は\すなかけて゛\,\attacked\,
STR_11B_120F,を\こうけ゛き!\, with\Sand Shot!\,
STR_11B_1230,は\ヘ゛ロアタックて゛\,\attacked\,
STR_11B_1246,を\こうけ゛き!\, with\Tongue Attack!\,
STR_11B_1267,は\ノース゛アタックて゛\,\attacked\,
STR_11B_127E,を\こうけ゛き!\, with\Nose Attack!,
STR_11B_129D,は\し゛しんて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Earthquake!\,
STR_11B_12CD,は\しんと゛7て゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Magnitude10!\,"(Note: No space to print “Magnitude 10”, with a space before the 10, in a single line, so the space was removed. Could be fixed if vwf is implemented)"
STR_11B_12FE,は\し゛は゛くした!\,\self-destructed!\,
STR_11B_1321,は\け゛んわくのまいを おと゛った!\,\performed the\Alluring Dance!\,
STR_11B_134C,は\ちからをためた!\,\stored power!\,
STR_11B_136F,は\かそくチェンシ゛て゛\すは゛やくうこ゛いた!\,\moved swiftly\with Speed Shift!,
STR_11B_13A0,は\かたまるて゛みをかためた!\,\hardened itself\with Harden!\,
STR_11B_13C8,は\カ゛ンレーサ゛ーて゛\,\attacked\,
STR_11B_13DF,を\こうけ゛き!\, with\Gun Laser!\,
STR_11B_1400,は\ハ゛スターレーサ゛ーて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Buster\Laser!\,
STR_11B_1436,は\ヒレて゛\,\attacked\,
STR_11B_1447,を\こうけ゛き!\, with\Fin!\,
STR_11B_1466,は\テイルアタックて゛\,\attacked\,
STR_11B_147C,を\こうけ゛き!\, with\Tail Attack!,
STR_11B_149D,は\おおこ゛えて゛\,\attacked\,
STR_11B_14B1,を\こうけ゛き!\, with\Shout!\,
STR_11B_14D2,は\た゛いコーラスて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Chorus!\,
STR_11B_1505,は\はさみて゛\,\attacked\,
STR_11B_1517,を\こうけ゛き!\, with\Scissor!\,
STR_11B_1538,は\やりて゛\,\attacked\,
STR_11B_1549,を\こうけ゛き!\, with\Spear!\,
STR_11B_156A,は\けんて゛\,\attacked\,
STR_11B_157B,を\こうけ゛き!\, with\Sword!\,
STR_11B_159C,は\みた゛れき゛りて゛\,\attacked\,
STR_11B_15B2,を\こうけ゛き!\, with\Wild Cut!\,
STR_11B_15D3,は\ねは゛ねは゛カ゛ムて゛\,\attacked\,
STR_11B_15EB,を\こうけ゛き!\, with\Sticky Gum!,
STR_11B_160C,は\みす゛てっほ゜うて゛\,\attacked\,
STR_11B_1623,を\こうけ゛き!\, with\Water Gun!\,
STR_11B_1644,は\みす゛たいほうて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Water Blast!,
STR_11B_1675,は\ほこ゛しょくて゛\みをかくした!\,\hid itself\with Camouflage!\,
STR_11B_16A0,は\と゛くえきて゛\,\attacked\,
STR_11B_16B4,を\こうけ゛き!\, with\Venom!\,
STR_11B_16D5,は\このはか゛くれ!\,\used Leaf Veil!\,
STR_11B_16F8,は\はっは゜しゅりけんて゛\,\attacked\,
STR_11B_1710,を\こうけ゛き!\, with\Leaf Shuriken!\,
STR_11B_1731,は\こうこ゛うせいて゛\HPをかいふく!\,\recovered HP with\Photosynthesis!\,
STR_11B_175E,は\し゛ゅかいて゛みをかくした!\,\hid itself\with Sea of Trees!,
STR_11B_1787,は\し゛しは゛りて゛\,\attacked\,
STR_11B_179C,を\こうけ゛き!\, with\Earth Bind!\,
STR_11B_17BD,は\いわなけ゛て゛\,\attacked\,
STR_11B_17D1,を\こうけ゛き!\, with\Rock Toss!\,
STR_11B_17F2,は\か゛んせきおとして゛\,\attacked\,
STR_11B_1809,を\こうけ゛き!\, with\Rock Throw!\,
STR_11B_182A,は\ストーンシャワーて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Stone Shower!,
STR_11B_185C,は\メテオスコールて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Meteor\Squall!\,
STR_11B_188F,は\ふみつけて゛\,\attacked\,
STR_11B_18A2,を\こうけ゛き!\, with\Stomp!\,
STR_11B_18C3,は\シッホ゜をふって\,\wagged its tail.\,
STR_11B_18D8,を\ちょうはつした!\,\got taunted!\,
STR_11B_18FB,は\けいかいなフットワーク!\,\used a nimble\Footwork!\,
STR_11B_1922,は\くうきた゛んて゛\,\attacked\,
STR_11B_1937,を\こうけ゛き!\, with\Air Shot!\,
STR_11B_1958,は\くうきた゛んて゛\,\attacked all foes\,"(Glitch: uses the same syntax as Air Shot, should be fixed. Both variable strings refer to the user.)"
STR_11B_196D,を\こうけ゛き!\,with Aero Bomb!\,
STR_11B_198E,は\まるまってみをかためた!\,\rolled up and\hardened itself!\,
STR_11B_19B5,は\クリーンアッフ゜を\,\used Clean Up on\,"(Note: Can target itself, sounds weird – Grava used Clean Up on Grava!)"
STR_11B_19CB,に\つかった!\,!\,
STR_11B_19EB,は\ハエタタキて゛\,\attacked\,
STR_11B_19FF,を\こうけ゛き!\, with\Swat!\,
STR_11B_1A20,は\フルスインク゛て゛\,\attacked\,
STR_11B_1A36,を\こうけ゛き!\, with\Full Swing!\,
STR_11B_1A55,は\こもりうたをうたった!\,\sang a Lullaby!\,
STR_11B_1A7B,は\あくひ゛て゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Yawn!\,
STR_11B_1AAB,は\スタンヒ゜ンク゛て゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Stamping!\,
STR_11B_1ADF,は\ねむけて゛\てきせ゛んたいをこうけ゛き!\,\attacked all foes\with Sleepiness!\,
STR_11B_1B0E,は\,\grinded its teeth\at ,
STR_11B_1B1A,にむかって\はをキ゛リキ゛リさせた!\,!\,
STR_11B_1B45,は\いかくした!\,\looks Intimidat-\ing!\,
STR_11B_1B66,は\えた゛て゛\,\attacked\,
STR_11B_1B78,を\こうけ゛き!\, with\Branch!\,
STR_11B_1B99,は\みと゛りのしす゛くて゛\,\purified\,
STR_11B_1BB1,を\きよめた!\, with\Green Rain!\,"(Note: Can target itself, sounds weird.)"
STR_11B_1BD1,は\しんりんよくて゛ハ゜ーティを\ここちよいくうきて゛つつんた゛!\,\enveloped its\allies with a\refreshing\Forest Air!\,
STR_11B_1C0B,は\ハ゜ーティのめのまえに\し゛ょうへきをきす゛いた!\,\built a Rampart\in front of the\party!\,
STR_11B_1C3D,は\あしは゛らいて゛\,\attacked\,
STR_11B_1C52,を\こうけ゛き!\, with\Trip Up!\,
STR_11B_1C73,は\いとて゛\,\attacked\,
STR_11B_1C84,を\こうけ゛き!\, with\Thread!\,
STR_11B_1CA5,は\6ほ゜んのうて゛て゛\,\attacked\,
STR_11B_1CBC,を\れんそ゛くこうけ゛き!\,\repeatedly with\Six Arms!\,
STR_11B_1CE2,は\かいふくのタ゛ンスを おと゛った!\,\performed the\Heal Dance!\,
STR_11B_1D0E,は\のろいのタ゛ンスを おと゛った!\,\performed the\Curse Dance!\,
STR_11B_1D39,は\とつけ゛きて゛\,\attacked\,
STR_11B_1D4D,を\こうけ゛き!\, with\Assault!\,
STR_11B_1D6E,は\ハ゜ーティを おうえんした!\,\cheered its party!,
STR_11B_1D97,は\ホ゛ールて゛\,\attacked\,
STR_11B_1DAA,を\こうけ゛き!\, with\Ball!\,
STR_11B_1DCB,は\けむりた゛まて゛\みをかくした!\,\hid itself\with Smoke Ball!\,
STR_11B_1DF6,は\ねむりた゛まて゛\てきせ゛んたいを こうけ゛き!\,\attacked all foes\with Sleep Ball!\,
STR_11B_1E27,は\なそ゛た゛まをつかった!\,\used a\Mystery Ball!\,
STR_11B_1F0E,は\スーハ゜ーホ゛ールて゛\,\attacked\,
STR_11B_1F26,を\れんそ゛くこうけ゛き!\, with\Super Ball!\,
STR_11B_1F4C,は\アイライトて゛てきせ゛んたいを\まふ゛しいひかりて゛てらした!\,\dazzled all foes\with Eye Light!\,
STR_11B_1F86,は\せいしんをとういつさせた!\,\became one with\everything!\,(Note: likely a reference to taoism or buddhism)
STR_11B_1FAE,は\まるのみて゛\,\attacked\,
STR_11B_1FC1,を\こうけ゛き!\, with\Swallow!\,
STR_11B_1FE2,は\まるかし゛りて゛\,\attacked\,
STR_11B_1FF7,を\こうけ゛き!\, with\Munch!\,
STR_11B_2018,は\サイコフ゜レスて゛\,\attacked\,
STR_11B_202E,を\こうけ゛き!\, with\Psycho-Press!\,
